Species	Strains	Abbreviation	Accession	Genome_size	GC content (%)	Complete 	Download	Reference	Reference_link	Note.
Fusarium musae	NRRL 43604	NeFmNRRL43604	ON240983.1	58089	32.3	Y	https://www.ncbi.nlm.nih.gov/nuccore/ON240983.1	Degradi L, Tava V, Prigitano A, et al. Exploring Mitogenomes Diversity of Fusarium musae from Banana Fruits and Human Patients. Microorganisms. 2022,10(6):1115.	https://doi.org/10.3390/microorganisms10061115	 --
Fusarium musae	NRRL 43658	NeFmNRRL43658	ON240982.1	58078	32.31	Y	https://www.ncbi.nlm.nih.gov/nuccore/ON240982.1	Degradi L, Tava V, Prigitano A, et al. Exploring Mitogenomes Diversity of Fusarium musae from Banana Fruits and Human Patients. Microorganisms. 2022,10(6):1115.	https://doi.org/10.3390/microorganisms10061115	 --
Fusarium musae	NRRL 28897	NeFmNRRL28897	ON240981.1	59252	32.26	Y	https://www.ncbi.nlm.nih.gov/nuccore/ON240981.1	Degradi L, Tava V, Prigitano A, et al. Exploring Mitogenomes Diversity of Fusarium musae from Banana Fruits and Human Patients. Microorganisms. 2022,10(6):1115.	https://doi.org/10.3390/microorganisms10061115	 --
Fusarium musae	NRRL 43601	NeFmNRRL43601	ON240980.1	58063	32.3	Y	https://www.ncbi.nlm.nih.gov/nuccore/ON240980.1	Degradi L, Tava V, Prigitano A, et al. Exploring Mitogenomes Diversity of Fusarium musae from Banana Fruits and Human Patients. Microorganisms. 2022,10(6):1115.	https://doi.org/10.3390/microorganisms10061115	 --
Fusarium musae	NRRL 43682	NeFmNRRL43682	ON240979.1	58076	32.31	Y	https://www.ncbi.nlm.nih.gov/nuccore/ON240979.1	Degradi L, Tava V, Prigitano A, et al. Exploring Mitogenomes Diversity of Fusarium musae from Banana Fruits and Human Patients. Microorganisms. 2022,10(6):1115.	https://doi.org/10.3390/microorganisms10061115	 --
Fusarium musae	IHEM_19981	NeFmIHEM_19981	ON012582.1	58093	32.32	Y	https://www.ncbi.nlm.nih.gov/nuccore/ON012582.1	Degradi L, Tava V, Prigitano A, et al. Exploring Mitogenomes Diversity of Fusarium musae from Banana Fruits and Human Patients. Microorganisms. 2022,10(6):1115.	https://doi.org/10.3390/microorganisms10061115	 --
Fusarium musae	CBS 624.87	NeFmCBS624.87	MT010916.1	58099	32.33	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010916.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium musae	IUM_11-0508	NeFmIUM_11-0508	MW307784.1	58111	32.33	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW307784.1	UIM_11-0508 mitochondrial DNA	 --	 --
Fusarium napiforme	CBS 748.97	NeFnCBS748.97	MT010918.1	65735	32.03	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010918.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium nepalense	CBS127503	NeFnCBS127503	MW182673.1	95676	31.59	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW182673.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium nepalense	CBS127669	NeFnCBS127669	MW182674.1	94071	31.66	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW182674.1	Wyrębek J, Molcan T, Myszczyński K, et al. Uncovering Diagnostic Value of Mitogenome for Identification of Cryptic Species Fusarium graminearum Sensu Stricto. Front Microbiol. 2021,12:714651.	https://doi.org/10.3389/fmicb.2021.714651	 --
Fusarium nygamai	CBS 749.97	NeFnCBS749.97	MT010926.1	52828	32.82	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010926.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium odoratissimum	Indo-1	NeFoIndo-1	CM081667.1	49841	31.96	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM081667.1	van Westerhoven AC, Aguilera-Galvez C, Nakasato-Tagami G, et al. Segmental duplications drive the evolution of accessory regions in a major crop pathogen. New Phytol. 2024,242(2):610-625.	https://doi.org/10.1111/nph.19604	 --
Fusarium odoratissimum	36102	NeFo36102	CM081653.1	49729	31.98	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM081653.1	van Westerhoven AC, Aguilera-Galvez C, Nakasato-Tagami G, et al. Segmental duplications drive the evolution of accessory regions in a major crop pathogen. New Phytol. 2024,242(2):610-625.	https://doi.org/10.1111/nph.19604	 --
Fusarium odoratissimum	Moz-1	NeFoMoz-1	CM081640.1 	49696	31.98	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM081640.1	van Westerhoven AC, Aguilera-Galvez C, Nakasato-Tagami G, et al. Segmental duplications drive the evolution of accessory regions in a major crop pathogen. New Phytol. 2024,242(2):610-625.	https://doi.org/10.1111/nph.19604	 --
Fusarium oxysporum	 --	NeFoNC_017930	NC_017930.1	34477	30.98	Y	https://www.ncbi.nlm.nih.gov/nuccore/NC_017930.1	Pantou MP, Kouvelis VN, Typas MA. The complete mitochondrial genome of Fusarium oxysporum: insights into fungal mitochondrial evolution. Gene. 2008,419(1-2):7-15.	https://doi.org/10.1016/j.gene.2008.04.009	 --
Fusarium oxysporum	19-385	NeFo19-385	OR601176.1	45684	32.12	Y	https://www.ncbi.nlm.nih.gov/nuccore/OR601176.1	 --	 --	 --
Fusarium oxysporum	CBS 130302	NeFoCBS130302	MT010933.1	47288	32.17	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT010933.1	Brankovics B, van Diepeningen AD, de Hoog GS, et al. Detecting Introgression Between Members of the Fusarium fujikuroi and F. oxysporum Species Complexes by Comparative Mitogenomics. Front. Microbiol. 2020,11:1092.	https://doi.org/10.3389/fmicb.2020.01092	 --
Fusarium oxysporum	Fus187	NeFoFus187	CM056033.1 	45786	32.13	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM056033.1	Batson AM, Fokkens L, Rep M, et al. Putative Effector Genes Distinguish Two Pathogenicity Groups of Fusarium oxysporum f. sp. spinaciae. Mol Plant Microbe Interact. 2021,34(2):141-156.	https://doi.org/10.1094/MPMI-06-20-0145-R	 --
Fusarium oxysporum	KGSJ26F3	NeFoKGSJ26F3	MT269799.1	46664	32.1	Y	https://www.ncbi.nlm.nih.gov/nuccore/MT269799.1	Xie KZ, Yue Y, Qiu HZ. Complete mitochondrial genome sequence of potato pathogenic fungus, Fusarium oxysporum f. sp. KGSJ26F3. Mitochondrial DNA Part B. 2020,5(3):2408–2409.	https://doi.org/10.1080/23802359.2020.1773334	 --
Fusarium oxysporum	MRL8996	NeFoMRL8996	CM019263.1 	48644	32.0	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM019263.1	Zhang Y, Yang H, Turra D, et al. The genome of opportunistic fungal pathogen Fusarium oxysporum carries a unique set of lineage-specific chromosomes. Commun Biol. 2020,3(1):50. 	https://doi.org/10.1038/s42003-020-0770-2	 --
Fusarium oxysporum	mh2-2	NeFomh2-2	MF155191.1	46026	31.81	Y	https://www.ncbi.nlm.nih.gov/nuccore/MF155191.1	Zeng L, Liu C, Lin R, et al. Complete mitogenome of the high ethanol production fungus Fusarium oxysporum Mh2-2. Mitochondrial DNA B Resour. 2017,2(2):814-815.	https://doi.org/10.1080/23802359.2017.1398601	 --
Fusarium oxysporum	F11	NeFoF11	AY945289.1	34477	30.98	Y	https://www.ncbi.nlm.nih.gov/nuccore/AY945289.1	Pantou MP, Kouvelis VN, Typas MA. The complete mitochondrial genome of Fusarium oxysporum: insights into fungal mitochondrial evolution. Gene. 2008,419(1-2):7-15.	https://doi.org/10.1016/j.gene.2008.04.009	 --
Fusarium oxysporum	UASWS AC1	NeFoUASWSAC1	KR952337.1 	51536	31.91	Y	https://www.ncbi.nlm.nih.gov/nuccore/KR952337.1	 --	 --	 --
Fusarium oxysporum	UASWS_AC1	NeFoUASWS_AC1	LT906358.1	47598	32.23	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906358.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum	MN14	NeFoMN14	LT906349.1	47573	32.21	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906349.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum	FOSC3-a 	NeFoFOSC3-a	LT906345.1	53639	31.35	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906345.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum	Fo47	NeFoFo47	LT906306.1	47547	32.23	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906306.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. cucumerinum	Foc037	NeFoFoc037	LT906315.1	45705	32.14	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906315.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. cucumerinum	Foc035	NeFoFoc035	LT906314.1	45706	32.12	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906314.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. cucumerinum	Foc030	NeFoFoc030	LT906313.1	50783	31.45	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906313.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. cucumerinum	Foc021	NeFoFoc021	LT906312.1	50783	31.45	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906312.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. cucumerinum	Foc018	NeFoFoc018	LT906311.1	50783	31.45	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906311.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. cucumerinum	Foc015	NeFoFoc015	LT906310.1	45712	32.14	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906310.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. cucumerinum	Foc013	NeFoFoc013	LT906309.1	46476	32.07	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906309.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. cucumerinum	Foc011	NeFoFoc011	LT906308.1	46476	32.07	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906308.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. cucumerinum	Foc001	NeFoFoc001	LT906307.1	45741	32.13	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906307.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. albedinis	Foa44	NeFoFoa44	MW493386.1	51601	31.59	Y	https://www.ncbi.nlm.nih.gov/nuccore/MW493386.1	Khayi S, Armitage AD, El Guilli M, et al. Complete mitochondrial genome and phylogeny of the causal agent of Bayoud disease on date palm, Fusarium oxysporum f. sp. albedinis. Mitochondrial DNA B Resour. 2021,6(10):3059-3061.	https://doi.org/10.1080/23802359.2021.1978894	 --
Fusarium oxysporum f. sp. apii	274.AC	NeFo274.AC	CM026409.1 	45699	32.13	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM026409.1	Henry P, Kaur S, Pham QAT, et al. Genomic differences between the new Fusarium oxysporum f. sp. apii (Foa) race 4 on celery, the less virulent Foa races 2 and 3, and the avirulent on celery f. sp. coriandrii. BMC Genomics. 2020,21(1):730.	https://doi.org/10.1186/s12864-020-07141-5	 --
Fusarium oxysporum f. sp. apii	NRRL38295	NeFoNRRL38295	CM026407.1 	45699	32.13	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM026407.1	Henry P, Kaur S, Pham QAT, et al. Genomic differences between the new Fusarium oxysporum f. sp. apii (Foa) race 4 on celery, the less virulent Foa races 2 and 3, and the avirulent on celery f. sp. coriandrii. BMC Genomics. 2020,21(1):730.	https://doi.org/10.1186/s12864-020-07141-5	 --
Fusarium oxysporum f. sp. apii	207.A	NeFo207.A	CM026406.1 	47671	32.3	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM026406.1	Henry P, Kaur S, Pham QAT, et al. Genomic differences between the new Fusarium oxysporum f. sp. apii (Foa) race 4 on celery, the less virulent Foa races 2 and 3, and the avirulent on celery f. sp. coriandrii. BMC Genomics. 2020,21(1):730.	https://doi.org/10.1186/s12864-020-07141-5	 --
Fusarium oxysporum f. sp. coriandrii	3-2	NeFo3-2	CM026408.1 	45699	32.13	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM026408.1	Henry P, Kaur S, Pham QAT, et al. Genomic differences between the new Fusarium oxysporum f. sp. apii (Foa) race 4 on celery, the less virulent Foa races 2 and 3, and the avirulent on celery f. sp. coriandrii. BMC Genomics. 2020,21(1):730.	https://doi.org/10.1186/s12864-020-07141-5	 --
Fusarium oxysporum f. sp. coriandrii	GL306	NeFoGL306	CM026405.1 	45699	32.13	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM026405.1	Henry P, Kaur S, Pham QAT, et al. Genomic differences between the new Fusarium oxysporum f. sp. apii (Foa) race 4 on celery, the less virulent Foa races 2 and 3, and the avirulent on celery f. sp. coriandrii. BMC Genomics. 2020,21(1):730.	https://doi.org/10.1186/s12864-020-07141-5	 --
Fusarium oxysporum f. sp. cubense race 1	N2	NeForace1_N2	LT906350.1	45639	32.09	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906350.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. cubense race 4	II5	NeForace4_II5	LT906347.1	49692	31.98	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906347.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. cubense race 4	B2	NeForace4_B2	LT571433.1	49697	31.98	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT571433.1	Brankovics B, Zhang H, van Diepeningen AD, et al. GRAbB: Selective Assembly of Genomic Regions, a New Niche for Genomic Research. PLoS Comput Biol. 2016,12(6):e1004753.	https://doi.org/10.1371/journal.pcbi.1004753	 --
Fusarium oxysporum f. sp. fragariae	GL1381	NeFoGL1381	CM029251.1	40945	31.32	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM029251.1	Henry PM, Pincot DDA, Jenner BN, et al. Horizontal chromosome transfer and independent evolution drive diversification in Fusarium oxysporum f. sp. fragariae. New Phytol. 2021,230(1):327-340.	https://doi.org/10.1111/nph.17141	 --
Fusarium oxysporum f. sp. fragariae	GL1080	NeFoGL1080	CM029250.1 	45629	32.08	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM029250.1	Henry PM, Pincot DDA, Jenner BN, et al. Horizontal chromosome transfer and independent evolution drive diversification in Fusarium oxysporum f. sp. fragariae. New Phytol. 2021,230(1):327-340.	https://doi.org/10.1111/nph.17141	 --
Fusarium oxysporum f. sp. lactucae	09-002 	NeFo09-002	MN259515.1	45020	32.41	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN259515.1	Park J, Kwon W, Kim JB, et al. Complete mitochondrial genome sequence of lettuce pathogenic fungus, Fusarium oxysporum f. sp. lactucae 09-002. Mitochondrial DNA B Resour. 2019,4(2):3434-3436.	https://doi.org/10.1080/23802359.2019.1667902	 --
Fusarium oxysporum f. sp. lactucae	16-086	NeFo16-086	MN259514.1	41826	32.53	Y	https://www.ncbi.nlm.nih.gov/nuccore/MN259514.1	Kwon W, Park J, Kim JB, et al. Complete mitochondrial genome sequence of lettuce pathogenic fungus, Fusarium oxysporum f. sp. lactucae 16-086. Mitochondrial DNA B Resour. 2019,4(2):3227-3228.	https://doi.org/10.1080/23802359.2019.1667903	 --
Fusarium oxysporum f. sp. lini	482	NeFo482	CM033784.1	47233	32.13	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM033784.1	Dvorianinova EM, Pushkova EN, Novakovskiy RO, et al. Nanopore and Illumina Genome Sequencing of Fusarium oxysporum f. sp. lini Strains of Different Virulence. Front Genet. 2021,12:662928. 	https://doi.org/10.3389/fgene.2021.662928	 --
Fusarium oxysporum f. sp. lini	456	NeFo456	CM033783.1	45878	32.26	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM033783.1	Dvorianinova EM, Pushkova EN, Novakovskiy RO, et al. Nanopore and Illumina Genome Sequencing of Fusarium oxysporum f. sp. lini Strains of Different Virulence. Front Genet. 2021,12:662928. 	https://doi.org/10.3389/fgene.2021.662928	 --
Fusarium oxysporum f. sp. lini	483	NeFo483	CM033759.1 	45882	32.26	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM033759.1	Dvorianinova EM, Pushkova EN, Novakovskiy RO, et al. Nanopore and Illumina Genome Sequencing of Fusarium oxysporum f. sp. lini Strains of Different Virulence. Front Genet. 2021,12:662928.	https://doi.org/10.3389/fgene.2021.662928	 --
Fusarium oxysporum f. sp. lini	525	NeFo525	CM033758.1	38763	31.06	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM033758.1	Dvorianinova EM, Pushkova EN, Novakovskiy RO, et al. Nanopore and Illumina Genome Sequencing of Fusarium oxysporum f. sp. lini Strains of Different Virulence. Front Genet. 2021,12:662928.	https://doi.org/10.3389/fgene.2021.662928	 --
Fusarium oxysporum f. sp. lini	476	NeFo476	CM033757.1	45855	32.23	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM033757.1	Dvorianinova EM, Pushkova EN, Novakovskiy RO, et al. Nanopore and Illumina Genome Sequencing of Fusarium oxysporum f. sp. lini Strains of Different Virulence. Front Genet. 2021,12:662928.	https://doi.org/10.3389/fgene.2021.662928	 --
Fusarium oxysporum f. sp. lini	39	NeFo39	CM022410.1 	38745	31.02	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM022410.1	Krasnov GS, Pushkova EN, Novakovskiy RO, et al. High-Quality Genome Assembly of Fusarium oxysporum f. sp. lini. Front Genet. 2020,11:959.	https://doi.org/10.3389/fgene.2020.00959	 --
Fusarium oxysporum f. sp. lycopersici	4287	NeFo4287	CM010346.1	52424	31.47	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM010346.1	Brankovics B, Kulik T, Sawicki J, et al. First steps towards mitochondrial pan-genomics: detailed analysis of Fusarium graminearum mitogenomes. PeerJ. 2018,6:e5963.	https://doi.org/10.7717/peerj.5963	 --
Fusarium oxysporum f. sp. lycopersici	Fol4287	NeFoFol4287	LT906324.1	52352	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906324.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	Fol038	NeFoFol038	LT906323.1	52352	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906323.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	Fol029	NeFoFol029	LT906322.1	52352	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906322.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	Fol026	NeFoFol026	LT906321.1	52352	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906321.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	Fol018	NeFoFol018	LT906320.1	52352	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906320.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	Fol016	NeFoFol016	LT906319.1	47562	32.2	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906319.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	Fol014	NeFoFol014	LT906318.1	52352	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906318.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	Fol004	NeFoFol004	LT906317.1	52352	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906317.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	Fol002	NeFoFol002	LT906316.1	52352	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906316.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	DF062	NeFoDF062	LT906305.1	47562	32.2	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906305.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	DF041	NeFoDF041	LT906304.1	52352	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906304.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	DF040	NeFoDF040	LT906303.1	52352	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906303.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	DF038	NeFoDF038	LT906302.1	47562	32.2	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906302.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici	DF023	NeFoDF023	LT906301.1	52324	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906301.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
Fusarium oxysporum f. sp. lycopersici strain race 3	D11	NeForace3_D11	CM012197.1 	52353	31.46	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM012197.1	Henry PM, Stueven M, Li S, et al. Genome Sequence of a California Isolate of Fusarium oxysporum f. sp. lycopersici Race 3, a Fungus Causing Wilt Disease on Tomato. Microbiol Resour Announc. 2019,8(15):e01713-18.	https://doi.org/10.1128/mra.01713-18	 --
Fusarium oxysporum f. sp. matthiolae	PHW726	NeFoPHW726	CM020767.1 	52365	31.54	Y	https://www.ncbi.nlm.nih.gov/nuccore/CM020767.1	Yu H, Ayhan DH, Diener AC, et al. Genome Sequence of Fusarium oxysporum f. sp. matthiolae, a Brassicaceae Pathogen. Mol Plant Microbe Interact. 2020,33(4):569-572.	https://doi.org/10.1094/MPMI-11-19-0324-A	 --
Fusarium oxysporum f. sp. melonis	NRRL26406	NeFoNRRL26406	LT906353.1	47444	32.17	Y	https://www.ncbi.nlm.nih.gov/nuccore/LT906353.1	Brankovics B, van Dam P, Rep M, et al. Mitochondrial genomes reveal recombination in the presumed asexual Fusarium oxysporum species complex. BMC Genomics. 2017,18(1):735.	https://doi.org/10.1186/s12864-017-4116-5	 --
